CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
859805712,08/16/2016,00:00:00,02/17/2017,00:00:00,02/18/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1010687,249477,40.851400379,-73.904440628,"(40.851400379, -73.904440628)"
785005301,08/20/2016,13:00:00,03/27/2017,21:41:00,03/28/2017,126,MISCELLANEOUS PENAL LAW,640,AGGRAVATED HARASSMENT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1021170,241240,40.828754623,-73.866593516,"(40.828754623, -73.866593516)"
893372969,09/01/2016,12:00:00,02/25/2017,00:50:00,02/25/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,RESIDENCE - APT. HOUSE,,,1015484,254919,40.86632136,-73.887075753,"(40.86632136, -73.887075753)"
136493688,09/08/2016,21:30:00,03/06/2017,02:00:00,03/06/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1030507,246978,40.844459782,-73.832815397,"(40.844459782, -73.832815397)"
295021675,09/08/2016,12:00:00,01/30/2017,12:34:00,02/03/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1028129,258790,40.876892256,-73.841332823,"(40.876892256, -73.841332823)"
511397677,09/13/2016,09:00:00,02/05/2017,03:00:00,02/05/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE-HOUSE,,,1016776,256311,40.870137307,-73.88239781,"(40.870137307, -73.88239781)"
520330286,09/14/2016,09:00:00,03/30/2017,08:00:00,03/30/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1012528,261125,40.883364874,-73.897736889,"(40.883364874, -73.897736889)"
398289466,09/16/2016,19:19:00,03/03/2017,10:00:00,03/03/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1021035,244039,40.83643763,-73.867065981,"(40.83643763, -73.867065981)"
192021206,09/16/2016,13:00:00,01/27/2017,20:00:00,01/27/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007606,244110,40.836678228,-73.915596087,"(40.836678228, -73.915596087)"
499011930,09/16/2016,08:00:00,09/16/2016,15:00:00,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,50,INSIDE,PUBLIC SCHOOL,,,1011576,258433,40.875979172,-73.901190679,"(40.875979172, -73.901190679)"
718474670,09/20/2016,12:00:00,11/01/2016,15:00:00,01/27/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,PUBLIC SCHOOL,,,1023961,236093,40.814615472,-73.856538901,"(40.814615472, -73.856538901)"
735392271,09/24/2016,16:24:00,01/28/2017,16:41:00,01/30/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1021958,252793,40.860460858,-73.863681172,"(40.860460858, -73.863681172)"
294678795,09/26/2016,08:00:00,02/08/2017,14:40:00,02/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,PUBLIC SCHOOL,,,1016596,250802,40.855017438,-73.883075218,"(40.855017438, -73.883075218)"
219410300,10/01/2016,08:00:00,12/31/2016,16:00:00,01/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,PUBLIC SCHOOL,,,1011020,246636,40.84360167,-73.903248288,"(40.84360167, -73.903248288)"
125625025,10/03/2016,08:00:00,01/02/2017,08:00:00,01/02/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1012244,239768,40.824747205,-73.898853125,"(40.824747205, -73.898853125)"
344325066,10/05/2016,19:00:00,,,01/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1006529,249245,40.850775078,-73.919471155,"(40.850775078, -73.919471155)"
374336115,10/07/2016,16:00:00,10/07/2016,17:00:00,01/12/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,,STREET,,,1004369,237509,40.818568337,-73.927313946,"(40.818568337, -73.927313946)"
694439136,10/10/2016,16:07:00,,,01/04/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,,STREET,,,1007021,236272,40.815166681,-73.917736795,"(40.815166681, -73.917736795)"
634516086,10/11/2016,07:50:00,02/13/2017,07:50:00,02/14/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,PUBLIC SCHOOL,,,1007203,260937,40.882864329,-73.916994852,"(40.882864329, -73.916994852)"
148884389,10/12/2016,13:00:00,10/12/2016,14:30:00,02/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1024964,268497,40.903550041,-73.852718582,"(40.903550041, -73.852718582)"
718547382,10/13/2016,10:00:00,,,01/09/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,,,1024069,258398,40.875835589,-73.856016286,"(40.875835589, -73.856016286)"
613138530,10/15/2016,19:00:00,10/16/2016,16:18:00,03/08/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,,,1007939,237826,40.819429561,-73.914414859,"(40.819429561, -73.914414859)"
266081445,10/15/2016,12:00:00,01/18/2017,20:12:00,01/18/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1015289,237927,40.819684009,-73.887859414,"(40.819684009, -73.887859414)"
741693249,10/18/2016,08:30:00,02/15/2017,07:30:00,02/15/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1012141,236947,40.817004686,-73.899237011,"(40.817004686, -73.899237011)"
257997696,10/18/2016,14:45:00,,,02/03/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,42,INSIDE,PRIVATE/PAROCHIAL SCHOOL,,,1015327,244419,40.837502549,-73.887692052,"(40.837502549, -73.887692052)"
665727479,10/19/2016,17:30:00,,,01/19/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,46,INSIDE,RESIDENCE - PUBLIC HOUSING,,SEDGWICK,1005852,247414,40.845751206,-73.921924155,"(40.845751206, -73.921924155)"
551529636,10/20/2016,13:00:00,10/25/2016,14:00:00,02/06/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,,PUBLIC SCHOOL,,,1022761,252506,40.859669664,-73.860779856,"(40.859669664, -73.860779856)"
569055451,10/20/2016,16:00:00,01/17/2017,22:00:00,01/18/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.817941833,-73.847785022,"(40.817941833, -73.847785022)"
370159984,10/21/2016,13:00:00,10/21/2016,13:00:00,02/06/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,DEPT OF CORRECTIONS,BRONX,41,INSIDE,OTHER,,,1016268,227533,40.791151867,-73.884371919,"(40.791151867, -73.884371919)"
857701204,10/25/2016,17:00:00,01/24/2017,18:00:00,01/25/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,OTHER,,,1026716,247078,40.844753298,-73.846516495,"(40.844753298, -73.846516495)"
503938724,10/25/2016,14:10:00,12/29/2016,17:00:00,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1011047,239814,40.824877175,-73.903177956,"(40.824877175, -73.903177956)"
320847413,10/26/2016,18:14:00,10/26/2016,18:30:00,01/05/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,DEPT OF CORRECTIONS,BRONX,41,INSIDE,OTHER,,,1016268,227533,40.791151867,-73.884371919,"(40.791151867, -73.884371919)"
952250517,10/27/2016,20:30:00,10/27/2016,20:40:00,01/15/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,FRONT OF,RESIDENCE - APT. HOUSE,,,1033913,238756,40.821874304,-73.82056604,"(40.821874304, -73.82056604)"
983969972,10/30/2016,07:20:00,,,01/03/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,PUBLIC SCHOOL,,,1015551,236000,40.814394014,-73.886921812,"(40.814394014, -73.886921812)"
358209419,11/01/2016,12:00:00,,,03/10/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,PUBLIC SCHOOL,,,1015633,260449,40.881498971,-73.886511145,"(40.881498971, -73.886511145)"
843348277,11/01/2016,12:00:00,,,02/14/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1014216,238784,40.822039935,-73.891732267,"(40.822039935, -73.891732267)"
167763736,11/01/2016,15:00:00,01/16/2017,07:45:00,01/20/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,PUBLIC SCHOOL,,,1016596,250802,40.855017438,-73.883075218,"(40.855017438, -73.883075218)"
629420129,11/02/2016,14:40:00,,,01/13/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,,STREET,,,1016143,249617,40.851766616,-73.884718385,"(40.851766616, -73.884718385)"
801952810,11/03/2016,10:30:00,01/29/2017,16:00:00,02/01/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1020075,255282,40.867300246,-73.870475195,"(40.867300246, -73.870475195)"
264261169,11/04/2016,08:30:00,11/18/2016,13:38:00,02/01/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,42,INSIDE,,,,1011743,244940,40.838944426,-73.900642148,"(40.838944426, -73.900642148)"
612855140,11/04/2016,03:40:00,,,01/18/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1024490,244699,40.83823407,-73.854576191,"(40.83823407, -73.854576191)"
989141564,11/05/2016,00:30:00,01/18/2017,10:25:00,01/19/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1014347,235987,40.814362516,-73.891271499,"(40.814362516, -73.891271499)"
450954082,11/05/2016,19:50:00,12/01/2016,13:13:00,01/03/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.816366145,-73.867626311,"(40.816366145, -73.867626311)"
277050294,11/06/2016,08:00:00,01/09/2017,08:00:00,01/09/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,GROCERY/BODEGA,,,1031710,242991,40.833510262,-73.828495634,"(40.833510262, -73.828495634)"
814555433,11/07/2016,18:00:00,11/07/2016,18:30:00,03/09/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,,BUS (NYC TRANSIT),,,1012721,253539,40.862543023,-73.897071158,"(40.862543023, -73.897071158)"
617355005,11/08/2016,11:45:00,11/08/2016,12:00:00,03/02/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,COMMERCIAL BUILDING,,,1015373,254376,40.864831383,-73.887479591,"(40.864831383, -73.887479591)"
210897145,11/08/2016,10:20:00,11/08/2016,10:20:00,01/26/2017,126,MISCELLANEOUS PENAL LAW,640,AGGRAVATED HARASSMENT 1,COMPLETED,FELONY,DEPT OF CORRECTIONS,BRONX,41,INSIDE,OTHER,,,1016268,227533,40.791151867,-73.884371919,"(40.791151867, -73.884371919)"
965591440,11/09/2016,17:45:00,11/09/2016,17:48:00,01/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,,STREET,,,1006227,232807,40.805658231,-73.920616616,"(40.805658231, -73.920616616)"
936688187,11/10/2016,00:00:00,01/12/2017,18:00:00,01/13/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1008752,263627,40.890243367,-73.911383253,"(40.890243367, -73.911383253)"
452454586,11/10/2016,21:00:00,01/11/2017,11:00:00,01/12/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1019995,246011,40.841854462,-73.870813869,"(40.841854462, -73.870813869)"
513567670,11/10/2016,10:00:00,01/07/2017,17:25:00,01/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1022144,243511,40.834983734,-73.86306121,"(40.834983734, -73.86306121)"
707055152,11/11/2016,20:30:00,,,03/27/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1005651,239600,40.824304526,-73.922675571,"(40.824304526, -73.922675571)"
986823733,11/12/2016,09:19:00,11/12/2016,09:21:00,01/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,COMMERCIAL BUILDING,,,1023002,245949,40.841671606,-73.859946514,"(40.841671606, -73.859946514)"
801316551,11/14/2016,18:00:00,02/12/2017,18:00:00,02/12/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1011756,252027,40.858396099,-73.900566094,"(40.858396099, -73.900566094)"
761175003,11/15/2016,20:00:00,02/22/2017,16:00:00,02/22/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1005170,235308,40.812525348,-73.924426892,"(40.812525348, -73.924426892)"
606239601,11/16/2016,08:00:00,01/24/2017,17:00:00,01/25/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1017336,246011,40.841864825,-73.880423866,"(40.841864825, -73.880423866)"
564963325,11/16/2016,00:30:00,11/16/2016,01:00:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1031944,250456,40.853998204,-73.82759694,"(40.853998204, -73.82759694)"
214642926,11/17/2016,14:35:00,01/14/2017,01:50:00,01/14/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1015669,239971,40.825292864,-73.886476927,"(40.825292864, -73.886476927)"
533040869,11/17/2016,14:35:00,01/14/2017,01:52:00,01/14/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1015501,239229,40.823256881,-73.887087408,"(40.823256881, -73.887087408)"
880249564,11/17/2016,11:46:00,01/02/2017,10:03:00,01/02/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1012244,239768,40.824747205,-73.898853125,"(40.824747205, -73.898853125)"
810802212,11/19/2016,18:00:00,11/19/2016,18:05:00,03/09/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE-HOUSE,,,1006575,234737,40.810954674,-73.919353161,"(40.810954674, -73.919353161)"
347705280,11/20/2016,02:00:00,01/16/2017,12:00:00,01/21/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1009174,239145,40.823046444,-73.909948,"(40.823046444, -73.909948)"
692632656,11/20/2016,02:15:00,11/20/2016,02:30:00,01/12/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE-HOUSE,,,1012227,238944,40.822485613,-73.898917985,"(40.822485613, -73.898917985)"
972278878,11/21/2016,21:00:00,01/13/2017,20:00:00,01/13/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,,,1025924,262375,40.886742638,-73.849283892,"(40.886742638, -73.849283892)"
827131527,11/23/2016,14:05:00,11/23/2016,14:10:00,03/28/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,PUBLIC SCHOOL,,,1015633,260449,40.881498971,-73.886511145,"(40.881498971, -73.886511145)"
643696030,11/23/2016,18:00:00,11/27/2016,18:00:00,01/15/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1007243,248348,40.848311248,-73.916893388,"(40.848311248, -73.916893388)"
448225990,11/24/2016,16:00:00,03/16/2017,19:00:00,03/17/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1010845,249071,40.850285555,-73.903871122,"(40.850285555, -73.903871122)"
363357516,11/24/2016,09:45:00,01/10/2017,12:02:00,01/11/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1020746,246675,40.843673874,-73.868096037,"(40.843673874, -73.868096037)"
532688134,11/25/2016,21:00:00,02/26/2017,18:47:00,02/28/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1003676,242788,40.833059239,-73.929802388,"(40.833059239, -73.929802388)"
742658770,11/25/2016,19:00:00,11/25/2016,19:07:00,01/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1012883,261315,40.88388522,-73.896452255,"(40.88388522, -73.896452255)"
406845972,11/25/2016,11:40:00,,,01/05/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1006466,239225,40.823273246,-73.919732064,"(40.823273246, -73.919732064)"
736552871,11/26/2016,08:00:00,01/27/2017,13:45:00,02/05/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1004530,242729,40.832895381,-73.926716496,"(40.832895381, -73.926716496)"
450900684,11/28/2016,20:50:00,11/28/2016,20:55:00,02/01/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,42,INSIDE,CHURCH,,,1009692,240099,40.825663424,-73.908072787,"(40.825663424, -73.908072787)"
457937049,11/28/2016,13:00:00,11/28/2016,13:15:00,01/18/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,42,INSIDE,OTHER,,,1011587,242656,40.832675994,-73.901215237,"(40.832675994, -73.901215237)"
335286288,11/28/2016,13:38:00,,,01/06/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1014605,256477,40.870600658,-73.890246693,"(40.870600658, -73.890246693)"
299297468,11/30/2016,10:00:00,03/02/2017,10:00:00,03/06/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,PUBLIC SCHOOL,,,1022602,258369,40.875762489,-73.861321103,"(40.875762489, -73.861321103)"
259644870,11/30/2016,17:12:00,01/09/2017,17:12:00,01/09/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1017974,257573,40.873596612,-73.878059876,"(40.873596612, -73.878059876)"
965796061,11/30/2016,23:30:00,01/05/2017,10:00:00,01/07/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1012120,252873,40.860716972,-73.899246702,"(40.860716972, -73.899246702)"
706001987,12/01/2016,20:00:00,03/01/2017,01:00:00,03/03/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1012185,236161,40.814847198,-73.89908132,"(40.814847198, -73.89908132)"
