BasketType,x,y
B,-73.97550774,40.68104515
S,-73.97599402,40.68172333
S,-73.99435007,40.68516849
S,-73.98023138,40.67646393
S,-73.99470403,40.68536136
S,-73.99406544,40.68587388
S,-73.99434904,40.68604168
S,-73.99755642,40.67936823
S,-73.9931887,40.68770692
S,-73.99309103,40.68791913
S,-73.99284077,40.68841984
S,-73.99340804,40.68725495
S,-73.99351421,40.68697794
S,-73.99385465,40.68622399
S,-73.9964717,40.66158235
S,-73.99366501,40.68659272
S,-73.99615277,40.66183912
S,-73.99422463,40.68631904
S,-73.99662128,40.66215767
S,-73.9939891,40.6866858
S,-73.99590521,40.66209699
S,-73.9960578,40.66270437
S,-73.99358031,40.68757799
S,-73.97858125,40.67887677
S,-73.99345521,40.68783885
H,-73.99506169,40.67950334
S,-73.9784322,40.67909105
S,-73.99321609,40.68824844
S,-73.97853669,40.67951797
S,-73.99274409,40.68860038
S,-73.97816974,40.6795163
S,-73.99527963,40.6626931
S,-73.99307206,40.68851475
S,-73.97837142,40.6797324
S,-73.99287937,40.68896057
S,-73.97804213,40.67973059
S,-73.9942676,40.66439636
S,-73.98053676,40.64972875
S,-73.9925405,40.68906975
S,-73.97809773,40.68015391
S,-73.9924461,40.68923392
S,-73.9804781,40.64939992
S,-73.97774152,40.68009167
S,-73.99478058,40.6633041
S,-73.99275486,40.68917297
S,-73.97820208,40.64835782
S,-73.97794789,40.68037651
S,-73.99655017,40.67766328
S,-73.99258685,40.68954649
S,-73.97760317,40.6803528
S,-73.99485362,40.6638283
S,-73.97758008,40.64859941
S,-73.9801437,40.68124552
H,-73.99241813,40.6898601
H,-73.97735925,40.68061526
S,-73.99414462,40.66382052
S,-73.99417316,40.69034149
H,-73.97766607,40.68074919
S,-73.99444426,40.69041881
H,-73.97717803,40.68091354
H,-73.97678809,40.64926121
B,-74.01265882,40.67779828
S,-73.97765806,40.64890343
H,-73.9774956,40.68102045
H,-73.97731726,40.68140013
S,-73.99350271,40.66437475
S,-73.97825243,40.64865989
S,-73.99615226,40.69053908
S,-73.99342159,40.66517161
S,-73.97852384,40.64855631
S,-73.99366936,40.66494846
S,-73.99601429,40.6908279
H,-73.97708926,40.68166829
S,-73.97941824,40.6482209
B,-74.01195233,40.67783207
S,-73.99306418,40.66496879
B,-74.00509386,40.65037232
S,-73.99628653,40.69094056
S,-73.97682157,40.68206531
S,-73.97280237,40.65240836
H,-73.97651606,40.68191732
S,-73.99783868,40.69135702
B,-74.01227916,40.67754849
S,-73.9995749,40.68323139
S,-73.97633902,40.68228907
B,-74.00441858,40.65046074
S,-74.00321421,40.68349503
H,-73.97668373,40.68229607
S,-73.97653699,40.68246594
S,-74.0030633,40.68379812
B,-74.01229516,40.67809306
B,-74.00571778,40.64876953
S,-73.97988204,40.6816662
S,-74.00289927,40.68416188
S,-73.97970082,40.6818759
S,-74.00276421,40.68445382
S,-73.99243025,40.66544498
S,-73.97927309,40.6825001
B,-74.00480546,40.65067653
S,-74.00254774,40.68484858
S,-73.97857846,40.68351428
S,-73.99187401,40.66614132
S,-73.98266357,40.67743079
B,-74.01317947,40.67678442
S,-73.99493759,40.68045998
B,-74.00416602,40.65070155
S,-73.9926017,40.66609982
S,-73.99205964,40.66672876
S,-73.98097871,40.67997362
B,-74.00383655,40.65100903
S,-73.99373442,40.66134706
S,-73.9828064,40.65747895
B,-74.0035722,40.65132557
S,-74.00051934,40.64449439
S,-73.98070877,40.68033733
S,-73.99781272,40.67791741
B,-74.00596855,40.64955343
B,-74.00418663,40.65123737
B,-74.00451722,40.65093973
B,-74.00394858,40.6515021
S,-73.97507273,40.66699925
B,-74.00685996,40.64869141
S,-73.97489815,40.66721738
H,-74.00461499,40.63998549
H,-73.98144882,40.65880548
S,-73.97441203,40.66782672
S,-74.00424993,40.64039507
B,-74.0036199,40.6518252
H,-74.00456691,40.64054318
S,-73.97415158,40.66817745
S,-73.97391046,40.668431
H,-73.980793,40.65957618
S,-73.97362445,40.66881211
H,-73.98061699,40.65983297
S,-73.98031018,40.66021126
H,-74.0039859,40.64109737
S,-73.99812586,40.67719313
H,-74.00341467,40.64166715
S,-74.00287948,40.64173695
S,-74.00575863,40.65262489
S,-74.00110082,40.64393477
S,-74.00110856,40.64338683
S,-73.99693817,40.67683639
S,-74.00164533,40.64335806
S,-74.00168527,40.64284699
S,-73.99725144,40.67621904
S,-74.0022469,40.64280875
S,-73.99462447,40.66045989
S,-73.99878611,40.67591771
S,-73.99426552,40.6602508
S,-73.99886341,40.67666382
S,-73.99428923,40.66080656
S,-73.99844369,40.67657222
S,-73.99906173,40.67527022
S,-73.99403484,40.66102109
S,-73.99362242,40.66078642
B,-74.01121057,40.64398997
S,-73.99345557,40.66157106
B,-74.01151694,40.64419643
B,-74.01086104,40.6443601
S,-73.99316652,40.66191532
B,-74.01116688,40.64454143
S,-73.99276428,40.66163925
B,-74.01063387,40.64454939
B,-74.01093016,40.64474526
B,-74.01025549,40.6449033
B,-74.01058122,40.64511747
B,-74.01001741,40.64511628
S,-73.99217461,40.66224217
B,-74.01034723,40.64531507
S,-73.99188627,40.66247058
B,-74.00967637,40.645454
B,-74.00999696,40.64566338
B,-74.00947511,40.6456653
B,-74.00976296,40.64587428
S,-73.99196774,40.66304486
B,-74.00909945,40.6460184
B,-74.00943991,40.64621136
B,-74.00885455,40.64623802
S,-73.99171167,40.66325551
B,-74.00918001,40.6464233
S,-73.99102809,40.66331087
S,-73.99115423,40.66381896
H,-73.99079601,40.66359041
B,-74.00822358,40.64731999
S,-73.99067109,40.66377098
B,-74.00793708,40.64712203
S,-73.99017143,40.66415136
B,-74.00883981,40.6467824
B,-74.00831034,40.64681404
S,-73.99052374,40.6643937
B,-74.00858261,40.6469935
H,-73.98972899,40.66474261
B,-74.00768399,40.64735183
S,-73.99013444,40.6649306
S,-73.98953432,40.66501788
B,-74.00801957,40.64754231
H,-73.98988704,40.66519635
B,-74.00735357,40.64770596
H,-73.98920235,40.66532634
B,-74.00769054,40.64789601
S,-74.01005,40.64927935
H,-73.98962893,40.66552208
S,-74.00923902,40.64923986
S,-74.00991486,40.64867981
S,-74.01059976,40.64872826
S,-74.00946474,40.64984769
S,-74.00889518,40.65038298
S,-74.0105038,40.6481023
S,-74.01113715,40.64817735
S,-74.01107449,40.64755327
S,-74.00825542,40.65096478
S,-74.00810609,40.65036072
S,-74.01173318,40.64761025
S,-74.00757951,40.65089135
S,-74.01224988,40.64644234
S,-74.01231256,40.64705643
S,-74.01288321,40.64650739
S,-74.01339523,40.64532908
S,-74.00694434,40.65148495
S,-74.01407083,40.64536692
S,-74.00715773,40.65209018
S,-74.01466459,40.6448039
S,-74.01527537,40.64427201
S,-74.01560256,40.64393128
S,-74.01284298,40.64586774
S,-74.01582579,40.64369345
S,-74.00993537,40.63550613
S,-74.00587818,40.65316668
S,-74.00951585,40.63523811
S,-74.00523087,40.65317967
H,-74.00922064,40.63551449
S,-74.00925367,40.63608822
S,-74.00530507,40.65371726
S,-74.00869882,40.63613795
S,-74.0086748,40.63664652
S,-74.00463288,40.65371863
S,-74.00804425,40.63667778
S,-74.00810864,40.6371826
S,-74.00402681,40.65426725
S,-74.0044947,40.65458342
S,-74.00418807,40.65492005
S,-73.97951575,40.6606313
S,-73.98094122,40.65997846
H,-73.98029103,40.66074038
S,-73.98606112,40.6612626
S,-73.97735773,40.64901572
S,-74.00047985,40.64395159
S,-73.99994006,40.64502517
B,-73.99929385,40.64507222
S,-73.99937193,40.64558093
B,-73.99873435,40.64555048
S,-73.99879186,40.64616125
S,-73.99816395,40.64619389
S,-73.99789429,40.64695332
S,-73.99760164,40.64677093
B,-74.00744843,40.64812526
B,-74.00704545,40.64793278
B,-74.00677071,40.6482322
B,-74.00711592,40.6484474
S,-74.00746018,40.63720321
H,-73.98401505,40.66371135
S,-73.98428912,40.66384927
S,-74.00747354,40.63775969
S,-73.98383501,40.66389258
S,-73.98414421,40.66405137
S,-73.98349244,40.66432036
S,-74.00693131,40.63830785
S,-73.983828,40.66445394
S,-74.00637128,40.63836162
S,-73.98332118,40.66450661
S,-73.98363917,40.66463721
S,-73.98332011,40.66507073
S,-74.00574718,40.63890101
S,-74.0060673,40.63909116
H,-73.98300397,40.66488574
S,-74.00580562,40.63946267
S,-73.98286214,40.66564629
S,-74.00517721,40.63946023
S,-73.98286063,40.66512064
S,-73.98314979,40.66526461
H,-74.00521027,40.64000779
S,-73.98250952,40.66546324
B,-74.01180877,40.64399125
H,-73.98199659,40.66610059
B,-74.01141557,40.64369184
S,-73.98227283,40.66573297
B,-74.01210456,40.64361164
S,-73.98263654,40.66590319
B,-74.01181065,40.64344493
S,-73.98232499,40.66627132
B,-74.01234023,40.64340118
S,-73.9821371,40.66645995
B,-74.01201488,40.64321048
B,-74.01268266,40.64309332
S,-73.98184385,40.66630439
B,-74.01233603,40.64290066
S,-73.98153344,40.66667666
B,-74.01294694,40.64287551
B,-74.01258583,40.64266463
S,-73.98127631,40.66693055
B,-74.01326682,40.64249748
H,-73.98161054,40.66710056
B,-74.01295853,40.6423151
B,-74.01356392,40.6422902
S,-73.98096266,40.66732458
B,-74.01315174,40.64202508
S,-73.98084284,40.66752928
B,-74.01384785,40.64193923
S,-73.98113424,40.66766231
B,-74.01354449,40.64176507
S,-73.98083347,40.6680447
B,-74.0140877,40.64173378
S,-73.98050023,40.66788126
B,-74.01376715,40.64151059
S,-73.98029293,40.66812634
B,-74.01466586,40.64117334
S,-73.98063182,40.6683154
B,-74.01434028,40.64093252
S,-73.97998419,40.668492
B,-74.01500842,40.64081396
B,-74.01473781,40.64064875
S,-73.98387921,40.66782504
B,-74.01527689,40.64063708
H,-73.9893815,40.66573401
B,-74.01493258,40.64041373
B,-74.01558894,40.64024142
S,-73.98871731,40.66596464
B,-74.0158685,40.64006479
B,-74.01551119,40.63983361
S,-73.98851913,40.66618856
B,-74.01618697,40.63968715
S,-73.98822253,40.66658498
B,-74.01611599,40.63924311
B,-74.01649012,40.63950192
B,-74.01679598,40.63908361
H,-73.98886282,40.66636496
B,-74.01710712,40.63885581
H,-73.9880423,40.66678399
B,-74.01738027,40.63853339
H,-73.98772485,40.66716198
B,-74.01762199,40.63834341
H,-73.98754607,40.66737798
S,-73.98786139,40.66754993
B,-74.01768135,40.63779501
B,-74.01796189,40.63797042
H,-73.98721009,40.66771988
B,-74.01789289,40.63757196
H,-73.98736945,40.66815657
B,-74.01822154,40.63777406
H,-73.98701948,40.66799254
H,-73.9866928,40.66832328
S,-73.98651465,40.66860629
B,-74.01578688,40.63950526
S,-73.98686221,40.66878962
S,-73.98653643,40.66912136
S,-74.01025171,40.63509705
H,-73.98600315,40.66922539
S,-74.02055105,40.63916995
H,-73.98571836,40.66958096
S,-73.9860403,40.6697679
H,-73.98585967,40.66996774
H,-73.98553392,40.67032278
S,-74.01992451,40.63968957
H,-73.9852175,40.67019732
S,-73.98554525,40.66980059
S,-73.98501724,40.67043657
S,-73.9847088,40.67080455
S,-74.01878313,40.64083545
S,-73.98535298,40.67060848
S,-73.99142587,40.66673463
S,-74.01938245,40.64026564
S,-73.99185127,40.66694199
S,-74.01871716,40.64024385
S,-73.99109678,40.66707473
S,-73.99153943,40.66729603
S,-74.01813632,40.64084298
S,-73.99087673,40.66734344
S,-73.99132527,40.66756578
S,-73.99106494,40.66790515
S,-74.01813083,40.64144312
S,-73.99057816,40.66769343
S,-74.01752053,40.64141198
S,-73.99037856,40.66793469
S,-73.99081664,40.6681653
S,-73.99008677,40.6682963
S,-73.99055605,40.66850888
S,-74.01759666,40.64200322
S,-73.9903555,40.66876728
S,-74.01695526,40.6419688
S,-73.98990964,40.66854874
S,-73.99001138,40.6691331
S,-73.98958539,40.66894072
S,-74.01700126,40.64255138
S,-73.98942102,40.66914246
S,-74.0163482,40.64252148
S,-73.98984012,40.66933556
S,-73.98910082,40.66953836
S,-73.98949394,40.66975225
S,-74.01635934,40.6431641
S,-73.98892173,40.66974474
S,-74.01576533,40.64309141
S,-74.0139761,40.64472394
B,-74.01443432,40.64137642
S,-73.98933052,40.66993044
B,-74.01408614,40.64118708
H,-73.98398214,40.66822121
H,-73.98362865,40.66806205
S,-74.01454661,40.64418617
H,-73.9842089,40.66796105
S,-74.01420626,40.64455094
B,-74.020969,40.63314094
S,-73.97961861,40.66153291
B,-74.02076938,40.63323324
S,-73.97941995,40.66179458
B,-74.02064819,40.6334829
S,-73.97914995,40.66213261
B,-74.02126291,40.633225
B,-74.02242534,40.62922281
B,-74.02289554,40.62928444
S,-73.97859717,40.6627799
B,-74.02280939,40.62974512
S,-73.97840145,40.66295358
B,-74.02231395,40.62946637
S,-73.97807006,40.66335902
S,-73.9779173,40.66356976
B,-74.02631667,40.62169735
S,-73.97758348,40.66399237
B,-74.02583349,40.62140833
S,-73.97742004,40.66417832
B,-74.02139598,40.63380861
S,-73.97709523,40.66456838
B,-74.02648086,40.62135138
S,-73.93809579,40.57858206
S,-73.97639629,40.66539354
S,-73.97605139,40.66581039
S,-73.97590147,40.66596073
S,-74.02572418,40.62963469
S,-74.03064947,40.62349097
S,-74.03145562,40.62368143
S,-74.02536312,40.62956353
B,-74.02473845,40.62039409
B,-74.02868503,40.62233518
S,-73.99354696,40.60237992
S,-73.99328214,40.60222848
S,-74.0020656,40.60750598
S,-73.99120465,40.60050396
S,-73.99166881,40.60023238
S,-73.99203873,40.60039256
S,-73.99157541,40.60083511
S,-73.99600802,40.6035469
S,-73.99642212,40.60312964
H,-73.982347,40.65848721
S,-73.97354792,40.65475121
B,-74.01522016,40.64007432
B,-74.01674511,40.63866598
S,-73.98118828,40.61347982
H,-73.99384688,40.60214983
H,-73.99403999,40.60228016
H,-73.99350355,40.60200321
H,-73.99339483,40.60181576
H,-73.99410437,40.60188916
H,-73.99431894,40.60187287
H,-73.99376105,40.60170995
H,-73.99356793,40.60164479
S,-73.97485684,40.59693629
H,-73.97520016,40.59690371
S,-73.97970627,40.64289916
S,-73.97977064,40.64306198
S,-73.97934149,40.64328992
S,-73.97925566,40.6431271
S,-73.97919129,40.64247583
S,-73.97951315,40.6423293
S,-73.97650908,40.62612687
S,-73.97599409,40.62580115
S,-73.96333407,40.6415152
H,-73.94949387,40.57745524
B,-73.96776937,40.64773498
B,-73.96418307,40.6491186
B,-73.96383975,40.64926512
H,-73.96321748,40.64918372
B,-73.96280978,40.64931396
B,-73.96227334,40.64955817
B,-73.96124337,40.65027449
B,-73.96122192,40.64996517
B,-73.9607713,40.65032333
B,-73.96083568,40.64999773
H,-73.99976919,40.6895463
S,-73.98788366,40.57470476
B,-73.96809039,40.60521657
B,-73.96557984,40.60634063
S,-73.95749029,40.60865387
S,-73.96276888,40.6069108
B,-73.97133049,40.60415765
B,-73.95716843,40.60901225
H,-73.94447311,40.58346891
H,-73.9462541,40.5839089
S,-74.01345047,40.64590695
S,-74.0028933,40.64224363
S,-73.99134907,40.66358578
S,-73.99551186,40.66330908
S,-74.00478158,40.65476323
S,-74.0051249,40.65497486
S,-74.00385889,40.65419347
S,-74.00368723,40.6540958
S,-74.00772128,40.65147482
S,-74.0006617,40.65826309
S,-73.99718556,40.66099774
S,-73.99675641,40.66138839
S,-74.01993214,40.63912567
S,-74.0193957,40.639663
S,-74.01516709,40.64367642
B,-74.01703535,40.63839295
S,-74.01656184,40.63893832
S,-73.9864367,40.66090832
S,-74.0036014,40.65544694
S,-74.00117669,40.65767708
S,-73.99791512,40.6602327
H,-73.94442114,40.5776384
S,-73.94420657,40.577671
H,-73.94397053,40.577671
S,-73.97300276,40.5972253
S,-74.02051005,40.63851497
S,-73.97288165,40.65274888
S,-73.97363267,40.65541864
S,-73.97373996,40.65577677
H,-73.98285183,40.65790497
S,-74.00474527,40.65428877
S,-74.00298574,40.65596548
S,-74.00186994,40.65705614
S,-73.99940231,40.65876533
B,-74.01066098,40.67891666
B,-74.01010308,40.67994184
S,-73.99392399,40.68697128
S,-73.97495541,40.68025102
B,-73.97233758,40.67673605
B,-73.97188696,40.6760851
B,-73.97137198,40.67548298
H,-73.98057732,40.67662213
S,-73.98731503,40.67237461
S,-73.98544821,40.67392067
B,-73.9838818,40.67234206
S,-73.98669276,40.66955906
H,-73.98634944,40.6693963
B,-73.98699317,40.66972181
S,-73.98622069,40.66895687
S,-73.95860467,40.63605622
B,-74.01102576,40.67860747
B,-74.01413712,40.67600374
S,-74.01385817,40.67673605
S,-73.96990213,40.6439125
S,-73.96385107,40.6416819
S,-73.99758253,40.67845288
S,-73.99863395,40.6762397
S,-73.98467574,40.59259797
S,-73.98418221,40.59010494
S,-73.96165826,40.57735897
S,-73.96210888,40.57726118
S,-73.99349484,40.57586194
S,-73.99345192,40.57548708
H,-73.98716483,40.57651386
S,-73.98712191,40.5761553
S,-73.98669276,40.57657905
S,-73.98568425,40.57491664
S,-73.98527655,40.57498183
S,-73.98471865,40.57504703
S,-73.9884952,40.57454178
S,-73.98424658,40.57509592
S,-73.97991213,40.57576415
S,-73.97939715,40.57573155
S,-73.9781526,40.57501443
S,-73.97705826,40.57516111
S,-73.97671494,40.57511222
S,-73.97635016,40.57548708
S,-73.97635016,40.57506333
S,-73.97598538,40.5795452
S,-73.97439751,40.57969187
S,-73.96811041,40.58047413
S,-73.9682177,40.57998522
S,-73.96705899,40.5806208
S,-73.96652255,40.58036005
S,-73.96602902,40.58045784
S,-73.96575007,40.58050673
S,-73.96019253,40.58207121
S,-73.96017107,40.58169639
S,-73.95972046,40.58216899
S,-73.95967755,40.58179417
S,-73.96210227,40.58128897
S,-73.96566424,40.58089785
B,-73.96480593,40.57667683
S,-73.96448407,40.57714947
H,-73.98180041,40.57710058
P,-73.98184332,40.57737764
H,-73.98171458,40.57672573
S,-73.98167166,40.57644866
S,-73.98783001,40.5743136
S,-74.0098656,40.6349407
H,-74.00256999,40.64243077
H,-74.00276311,40.64218654
S,-74.0023125,40.64218654
S,-73.99924405,40.63818107
S,-73.99958738,40.63839275
S,-73.99817117,40.63972793
H,-73.99368652,40.63380083
S,-73.99946936,40.63687029
S,-73.98522147,40.63157804
S,-73.99149474,40.64265483
S,-73.99160203,40.64218266
S,-73.99196681,40.64237804
S,-73.99479922,40.64047304
S,-73.98849067,40.63822604
H,-73.98520001,40.63102436
S,-73.98811826,40.62823963
S,-73.99129399,40.6252105
S,-73.9910365,40.6254385
S,-73.97902021,40.63004728
H,-73.97835502,40.63050325
S,-73.96351395,40.61499448
S,-73.97835502,40.63566532
B,-73.97829064,40.63532336
B,-73.97575864,40.63560018
S,-73.97023019,40.60925253
S,-73.99893292,40.67558051
S,-74.02373798,40.63452544
S,-74.02339466,40.63439517
S,-74.02919586,40.62848817
H,-74.02788694,40.62327669
S,-74.02936752,40.62091511
B,-74.02828701,40.62250693
B,-74.02858741,40.62263723
S,-74.00535495,40.62204695
S,-73.90400421,40.64681822
S,-73.902588,40.64515756
S,-73.90265237,40.64566261
S,-73.90871107,40.63830745
S,-73.90815317,40.63866567
S,-73.90499889,40.64073355
S,-73.91107141,40.63715136
S,-73.93561898,40.62125713
S,-73.93529712,40.62153401
B,-73.99131545,40.62561762
S,-73.98811826,40.62874445
B,-73.99627217,40.62771848
B,-73.99599322,40.63022638
B,-73.99612196,40.63087777
B,-73.99530657,40.63131746
H,-73.99496325,40.63198512
H,-73.99472722,40.6327342
B,-74.00090702,40.63592583
B,-74.00697954,40.63771698
B,-73.98728904,40.62953042
B,-73.9869028,40.62990497
B,-73.99276074,40.63465999
B,-73.99211701,40.63521364
B,-73.9915162,40.635751
B,-73.99484214,40.63409006
B,-73.99975594,40.63710251
B,-73.99737414,40.63838887
B,-74.00340374,40.64112433
B,-74.00396164,40.64058701
B,-73.99991997,40.64444152
B,-73.98689517,40.64025708
H,-73.98738869,40.63929641
B,-73.98513564,40.63457429
B,-73.98326882,40.6334507
B,-73.98391255,40.63623521
B,-73.98202428,40.63455801
B,-73.98368415,40.63246165
B,-73.98291167,40.61956326
B,-73.98321208,40.61931895
B,-73.98720321,40.62177831
B,-73.98660239,40.62236464
B,-73.98638782,40.62313011
B,-73.98529348,40.62366757
B,-73.97713956,40.63581613
S,-73.97670278,40.64891874
S,-74.01166804,40.64699764
S,-73.99765309,40.64731126
S,-74.00661166,40.65183713
S,-74.00680478,40.65227668
S,-74.00242742,40.65659059
S,-74.00002416,40.65880441
S,-73.99946626,40.65935786
S,-73.99884399,40.6599113
S,-73.99835046,40.66044845
S,-73.99774965,40.66103444
S,-73.99714883,40.66158787
H,-74.02215774,40.62940014
H,-74.02526911,40.62200633
H,-74.02597721,40.62244607
H,-74.02818735,40.62381414
H,-74.02565534,40.62127342
H,-74.02649219,40.62189232
B,-74.02655657,40.62083367
B,-74.02533348,40.6208011
B,-74.02561243,40.62093139
H,-74.03138454,40.6231464
S,-74.00087174,40.60118852
S,-73.9779335,40.6050333
S,-73.98482284,40.60585608
S,-73.98523054,40.60590495
S,-73.9861947,40.60602704
S,-73.98677549,40.60580721
B,-73.94965229,40.63498567
B,-73.94791422,40.63324329
B,-73.94793568,40.63386208
B,-73.94823609,40.63316187
S,-73.9471632,40.63262449
B,-73.9474207,40.63179399
B,-73.9474207,40.63141945
S,-73.95692644,40.63026324
S,-73.95802078,40.63545789
S,-73.96357832,40.61534469
S,-73.95422278,40.61332489
B,-73.9622694,40.60705335
B,-73.96207628,40.60741174
S,-73.97143183,40.59727835
H,-73.95094285,40.58317926
H,-73.95019183,40.58326074
S,-73.94976268,40.58329333
H,-73.94911895,40.58332593
H,-73.94884,40.58337482
S,-73.94506345,40.58355407
H,-73.95394693,40.58298371
S,-73.9395769,40.5894018
S,-73.9395769,40.58738122
S,-73.93925503,40.58741381
H,-73.94343928,40.58379617
S,-73.97131691,40.59698079
S,-73.97043714,40.59712743
S,-73.92735778,40.6256219
S,-73.92868815,40.63301531
S,-73.93059789,40.62785304
P,-74.01821263,40.672228
S,-73.93131982,40.58645473
S,-73.93503199,40.62120398
S,-73.93280039,40.61908664
S,-73.9445592,40.61595936
S,-73.93653403,40.6220509
S,-73.93610488,40.62227892
S,-73.93537531,40.62100854
S,-73.98168555,40.61379624
S,-73.98185721,40.61391026
S,-73.98142806,40.61404057
S,-73.98159972,40.61415459
S,-73.98114911,40.61386139
S,-73.98097744,40.61376366
H,-73.97674239,40.68154371
S,-74.00036728,40.67340707
B,-74.01165402,40.6780939
B,-74.01418602,40.67648284
S,-74.01349937,40.67649911
B,-74.01446497,40.6757017
S,-74.01379978,40.67814272
H,-73.95599303,40.65033939
H,-73.95790276,40.6472787
S,-73.95788131,40.64633441
H,-73.95573554,40.64034278
H,-73.99948325,40.61015241
S,-73.90423714,40.64664375
S,-73.90400111,40.64639953
S,-73.90232741,40.64491796
S,-73.90164077,40.64433183
H,-73.90138327,40.64410389
S,-73.89848649,40.64193843
S,-73.89906585,40.64203612
S,-73.896963,40.64065214
S,-73.91777693,40.62635477
S,-73.91709029,40.61974242
S,-73.91706883,40.61940038
S,-73.91711174,40.6202799
S,-73.92112433,40.61097924
S,-73.91940771,40.61953068
S,-73.9180988,40.6196447
S,-73.92088829,40.6191235
S,-73.92226158,40.61935152
S,-73.92417132,40.61923751
S,-73.92513691,40.61918865
S,-73.92605959,40.61913978
S,-73.9347714,40.62138743
S,-73.93502889,40.62168059
S,-73.93324791,40.61957955
S,-73.93146692,40.61796707
S,-73.92968594,40.61625683
S,-73.92990051,40.61653373
S,-73.93326937,40.60834028
S,-73.9323896,40.60931769
S,-73.9320892,40.60900818
S,-73.9318317,40.60921995
S,-73.93133818,40.60957832
S,-73.93058716,40.60995299
S,-73.93090902,40.61022992
S,-73.93998562,40.61280364
S,-73.94041477,40.61254301
S,-73.93970667,40.61252672
S,-73.9400929,40.61228239
S,-73.94075809,40.61236383
S,-73.94039331,40.6121032
S,-73.93859087,40.61369953
S,-73.93818317,40.61394386
S,-73.93788276,40.61366695
S,-73.93711029,40.61466057
S,-73.93603741,40.61485603
S,-73.93640219,40.61514922
S,-73.98639091,40.66145336
S,-73.98585447,40.6615022
S,-73.98615488,40.66166497
H,-73.98010382,40.66039534
S,-73.98025402,40.64786052
S,-74.01147492,40.64779539
S,-74.01074536,40.64789308
P,-73.95289376,40.63196579
S,-73.97693881,40.68125978
S,-73.97558698,40.67462032
B,-73.97344121,40.67824932
B,-73.97301206,40.67772858
S,-73.97536167,40.66659676
S,-73.97561916,40.6663689
H,-73.9896417,40.68414131
H,-73.98706678,40.66851869
S,-73.98858937,40.62827646
S,-73.98910436,40.62658277
S,-73.97846136,40.61692465
S,-73.97582206,40.62071966
S,-73.9994994,40.67537706
S,-73.99707468,40.6751004
S,-73.9960018,40.67788318
S,-74.00241764,40.6851569
B,-73.97466334,40.67996226
S,-73.97320422,40.67804205
S,-73.97281799,40.67735858
S,-73.98757514,40.66790311
S,-74.02558952,40.63570205
S,-74.02640636,40.63597082
S,-74.02966223,40.62007641
S,-74.01358183,40.62752734
S,-74.01328142,40.62772276
S,-74.00830469,40.61966923
S,-74.00800284,40.61948182
S,-74.00770243,40.62026362
S,-73.99718817,40.62596391
S,-74.00697431,40.61012413
S,-74.00124511,40.60859288
S,-74.00720891,40.60987154
S,-73.97804385,40.61672919
S,-73.96652108,40.6322011
S,-73.96023399,40.62514961
S,-73.97213992,40.65010333
B,-73.97070226,40.64655421
B,-73.97048768,40.64661933
B,-73.97014436,40.64676586
B,-73.96473703,40.64891488
S,-73.95922241,40.65340809
S,-73.958922,40.6519755
S,-73.9578062,40.64513776
S,-73.95774183,40.6444051
S,-73.95769892,40.64383525
H,-73.9624196,40.64189772
S,-73.96160421,40.64264669
S,-73.96070299,40.64303745
H,-73.95733414,40.64253272
S,-73.95452318,40.63911345
S,-73.95428715,40.63886921
H,-73.95887539,40.65017098
B,-73.95070372,40.63593011
B,-73.94885836,40.63371553
S,-73.94673405,40.63150087
S,-73.96068153,40.62541019
S,-73.96203337,40.61762503
S,-73.95791349,40.61837427
S,-73.98098508,40.61400088
S,-74.00000807,40.60914921
S,-74.00593882,40.60907334
S,-73.98823624,40.59833738
S,-73.99027472,40.60508218
S,-73.98712044,40.60807964
S,-73.99452487,40.61502706
S,-73.99600545,40.61360994
S,-73.99566213,40.61339819
S,-73.99624148,40.61334932
S,-73.99591962,40.61315385
S,-73.99143497,40.61088965
S,-73.97626469,40.59647146
S,-73.91619185,40.81311718
S,-73.91504723,40.82151209
S,-73.7870433,40.85089122
S,-73.91596078,40.81354105
S,-73.91727348,40.82110558
S,-73.78664329,40.84826528
S,-73.91582544,40.81376051
S,-73.92135371,40.82002198
S,-73.78614774,40.8470785
S,-73.91502692,40.81512605
S,-73.78666256,40.84697603
S,-73.91452995,40.81602634
S,-73.78586573,40.84631038
S,-73.9157579,40.81621123
S,-73.92412066,40.81112385
S,-73.78399434,40.83977451
S,-73.91645151,40.81573686
S,-73.91832661,40.80949685
S,-73.78379926,40.83927774
S,-73.92915643,40.807766
S,-73.91670991,40.81585313
S,-73.78334445,40.83955497
S,-73.92759388,40.8071362
S,-73.91672841,40.81643433
S,-73.78527581,40.84327495
S,-73.92715736,40.80689138
S,-73.78451486,40.84276334
S,-73.92637093,40.81125776
S,-73.92553128,40.81172011
S,-73.83172795,40.84733462
S,-73.91708414,40.81653761
S,-73.91733176,40.81659406
S,-73.92452114,40.81046179
S,-73.83139653,40.8467481
S,-73.92712199,40.81833115
S,-73.92494621,40.81067168
S,-73.78284034,40.83805772
S,-73.92245307,40.8174916
S,-73.78347087,40.83829422
S,-73.92473902,40.81092482
S,-73.91723514,40.81765904
S,-73.92208501,40.8097964
S,-73.91758105,40.81689416
S,-73.78329001,40.83793502
S,-73.78315823,40.83915253
S,-73.92879057,40.81680378
S,-73.91767625,40.8166789
S,-73.7834502,40.83988256
S,-73.92911036,40.81877781
S,-73.91791619,40.8163482
S,-73.78391902,40.84102177
