BasketType,x,y
S,-73.94984334,40.80226673
S,-73.94357844,40.81593908
S,-73.95077691,40.80000872
P,-74.01743642,40.70660896
S,-73.94878129,40.82387334
H,-73.9463077,40.82489977
B,-74.01048151,40.71434444
H,-73.95251211,40.81050535
S,-73.9500454,40.80197037
S,-73.94241545,40.81660318
H,-73.95001641,40.80107201
P,-74.0167898,40.70670328
S,-73.94337537,40.81621812
S,-73.95062441,40.82668247
B,-73.95227348,40.8108289
B,-74.0112118,40.71470457
S,-73.94953836,40.80176267
H,-73.94750928,40.82498757
B,-74.01528402,40.70629023
P,-74.01694107,40.70638916
S,-73.95118924,40.79948384
S,-73.948722,40.80892615
S,-73.9498385,40.80137224
B,-74.01120476,40.71434681
H,-73.9472272,40.82537529
S,-73.94308155,40.81659668
P,-74.01706479,40.70598081
S,-73.94305847,40.81570962
B,-74.01528718,40.70756223
S,-73.95085594,40.81024154
P,-73.95279377,40.79860584
B,-74.01477408,40.70645182
S,-73.95033568,40.80157843
H,-73.94766597,40.82553864
P,-74.01813795,40.70606441
B,-74.00927947,40.70416935
S,-73.94291137,40.81681571
S,-73.95121728,40.81037865
B,-74.01445239,40.70843985
S,-73.94405376,40.81526813
P,-74.01721605,40.70568763
S,-73.94994564,40.82640005
B,-74.00927947,40.70416935
P,-74.0164303,40.71045663
S,-73.95120835,40.80032557
B,-73.94725318,40.8082888
S,-73.95108323,40.80992325
P,-74.01546205,40.7181088
S,-73.94355398,40.81505373
S,-73.950762,40.80094138
S,-73.95029598,40.82614286
B,-73.94683787,40.80812466
P,-74.01771276,40.70941934
B,-73.95176607,40.80969554
P,-74.01572824,40.71798723
P,-74.01782148,40.70593882
S,-73.95098455,40.80068996
B,-74.00927947,40.70416935
S,-73.95083024,40.82638565
B,-73.9463521,40.80790215
P,-74.0174121,40.70934312
S,-73.95193606,40.80942484
P,-74.0160222,40.71142234
H,-74.00893898,40.71518655
B,-74.00917618,40.70454165
S,-73.95040939,40.8005997
S,-73.94533783,40.81781771
S,-73.94779778,40.82211313
S,-73.95159954,40.80927434
B,-73.94762331,40.80845423
P,-74.01610471,40.71124434
S,-73.94550682,40.81760672
S,-74.00970782,40.71555084
S,-73.94815629,40.82231521
S,-73.9522006,40.80909315
S,-73.94569167,40.81796727
H,-73.95141671,40.79921858
S,-73.94619721,40.82147658
P,-74.01628359,40.71127573
S,-73.95182888,40.80893252
S,-74.00921237,40.71489127
S,-74.00217328,40.70830128
B,-73.94717254,40.80871894
S,-73.94589239,40.81776835
S,-73.94579441,40.82127821
S,-73.9464595,40.81629933
P,-74.01624223,40.71095116
S,-74.00977657,40.71515297
S,-73.95240128,40.80879249
S,-73.95016469,40.82312406
S,-73.94888807,40.79769583
B,-73.94671804,40.80850853
S,-73.94682391,40.81645291
S,-73.95053076,40.82332082
P,-74.01639359,40.71099302
S,-73.94864305,40.79807449
S,-74.00994169,40.71520531
S,-73.95248512,40.80800977
S,-73.94662902,40.81670007
S,-73.95174032,40.81021378
S,-73.94917073,40.82272897
S,-74.00959483,40.71472484
S,-73.94909561,40.79742816
B,-74.00520768,40.70737412
S,-73.95227513,40.80827236
P,-74.01613197,40.71016593
S,-73.9462646,40.81655453
S,-73.95530881,40.80924198
S,-74.01012054,40.71495401
S,-73.94955113,40.82291027
S,-73.95269846,40.80763774
S,-73.94960858,40.7972432
H,-73.94766741,40.81714623
B,-74.00555755,40.70721638
B,-73.94629799,40.80834692
S,-74.00164916,40.70922048
S,-74.00968013,40.71432585
S,-73.94823822,40.81618243
H,-73.95342261,40.80673244
S,-73.95208134,40.79827529
H,-73.95157971,40.82539531
B,-73.94774353,40.80922217
P,-74.01572811,40.71742009
S,-74.01036817,40.71465036
B,-74.01057549,40.71109137
S,-73.9481077,40.81642159
S,-73.95168325,40.7988675
S,-73.9566975,40.80733481
B,-74.00959377,40.71255979
S,-73.95167499,40.82426211
B,-73.949538,40.80922257
S,-74.0093775,40.71498548
B,-74.00671897,40.7142084
S,-73.94843532,40.81574394
S,-73.95715677,40.80669852
H,-73.95189053,40.8238598
S,-73.9518773,40.79859441
B,-73.9492507,40.80957368
S,-74.00827532,40.71489834
S,-73.94855698,40.81550076
S,-73.95060058,40.82576511
S,-73.95167259,40.7996964
H,-73.95558537,40.80886345
S,-73.94109367,40.81333183
B,-74.01323976,40.70325834
S,-73.95148087,40.82453398
B,-73.95043092,40.80961926
S,-74.00847146,40.71459695
S,-73.95186657,40.79942332
H,-73.9529722,40.80573834
S,-73.94215263,40.81274023
S,-73.95132764,40.82575163
H,-73.94992742,40.82657595
B,-74.01072408,40.71336353
B,-74.01398941,40.70447342
B,-73.94996159,40.80944659
S,-73.95258111,40.79847735
S,-73.95121998,40.82487269
S,-73.95311735,40.8078229
S,-73.94430208,40.82944916
B,-73.95013986,40.80996384
S,-73.95204352,40.8247878
S,-73.94469768,40.82960918
S,-73.94452149,40.81462785
S,-73.9533108,40.8075437
S,-74.00577117,40.71176684
S,-73.94433543,40.81486295
S,-74.00577117,40.71176684
S,-73.95221666,40.82449826
S,-73.94517053,40.82817593
B,-73.94970643,40.80976392
S,-74.01022052,40.71391224
S,-73.95243649,40.7988639
S,-73.95402846,40.80654248
S,-73.95099468,40.82515123
B,-74.00621372,40.71119934
S,-73.94383954,40.81463314
S,-73.94559904,40.82836525
S,-74.00150948,40.70730155
B,-74.01005494,40.71414732
B,-74.00647514,40.71104228
H,-73.95006072,40.8260643
S,-73.94499151,40.813998
B,-73.95204073,40.81107171
S,-73.94401959,40.83049786
S,-73.95542275,40.79969895
H,-73.95367584,40.80640561
B,-74.00673389,40.70948599
H,-73.95251225,40.82413829
S,-74.00219794,40.70881006
B,-73.95117083,40.81061994
S,-73.94445487,40.82985794
S,-73.95489834,40.79947788
S,-73.94448163,40.81379008
S,-74.00681566,40.71376951
H,-73.9538621,40.80613731
B,-74.00795539,40.70896898
S,-74.01100554,40.71541157
S,-73.9443132,40.81401938
S,-73.95077873,40.82550187
S,-73.94406808,40.82968455
B,-73.95169282,40.8106147
S,-73.95262322,40.79924314
S,-74.00985708,40.71440246
B,-74.00382869,40.70739481
S,-73.95375475,40.80889425
S,-73.94481074,40.81424517
S,-73.95181689,40.82508999
S,-73.94534742,40.8286207
S,-74.00787217,40.71469825
S,-73.94694783,40.81564481
B,-73.95225396,40.81042384
S,-73.95271484,40.80096131
S,-73.95396971,40.80863141
P,-74.01622502,40.71737951
S,-73.94517312,40.82401882
S,-73.94362411,40.830291
S,-73.94738553,40.81502016
B,-74.0091294,40.70902897
P,-74.01649112,40.71693385
H,-73.94494113,40.82436064
B,-73.95201149,40.81029838
S,-73.95410737,40.80904748
S,-73.94675297,40.81586166
S,-73.94658465,40.82457369
P,-74.01657981,40.71671778
S,-74.00803751,40.71441209
S,-74.00199314,40.70949269
S,-73.95262416,40.799727
B,-73.95131667,40.8095426
S,-73.9544129,40.80801557
S,-73.94722129,40.81524322
H,-73.94797977,40.82516858
S,-74.00038334,40.70794315
S,-74.0072895,40.71323319
B,-73.95168879,40.80990044
S,-73.95455775,40.80841502
S,-73.94775522,40.81517374
B,-74.00834324,40.70399245
S,-73.95108161,40.8264923
S,-74.00310747,40.70643542
S,-74.00708243,40.71354332
S,-73.94262386,40.82876937
B,-74.007779,40.70794093
B,-74.00850992,40.70415611
S,-73.95224808,40.79958629
S,-73.94713154,40.81602329
S,-73.95421727,40.8082727
S,-73.95231196,40.80042619
S,-73.94405612,40.82459041
B,-74.00805415,40.70773151
S,-73.94353046,40.82374676
P,-74.01630968,40.708962
S,-73.94758152,40.81538817
S,-73.95140441,40.80004434
P,-73.95487959,40.80738857
S,-73.95521019,40.80002339
B,-74.00683144,40.70690743
S,-73.94590831,40.82475663
P,-74.01791299,40.70870249
S,-73.94730053,40.81580023
B,-74.00412229,40.70710648
S,-73.94821433,40.82527736
S,-73.95053973,40.80129317
S,-73.95450016,40.80003815
B,-74.00712032,40.70655143
P,-73.95466962,40.8076348
B,-74.01613882,40.70519978
S,-73.94834436,40.81373858
S,-74.00257267,40.70672734
B,-74.0073542,40.70637343
S,-73.9519613,40.82684811
P,-74.01790826,40.70676192
H,-73.95808553,40.8045584
S,-73.95497934,40.80026615
S,-73.95501727,40.80778257
B,-74.00740481,40.70585514
S,-74.00099188,40.70758302
S,-73.95166767,40.82712631
P,-74.01618032,40.70985607
B,-74.00947883,40.7043427
S,-73.94665283,40.82378346
P,-74.01671741,40.70996152
S,-73.95007794,40.81317308
S,-73.95468707,40.7997813
H,-73.95803615,40.80400026
S,-73.95545907,40.80713845
B,-74.0097265,40.70457302
P,-74.01657056,40.71027359
S,-73.95212678,40.82665046
B,-74.01172144,40.70931536
P,-74.01593971,40.71169458
S,-73.95147962,40.82730537
S,-73.95454636,40.80088786
H,-73.95607772,40.80821054
P,-73.95533811,40.8067499
S,-73.95063088,40.81260259
B,-74.00770785,40.71000553
B,-74.01037299,40.70369348
S,-73.94730654,40.82489715
S,-74.01134403,40.71552248
S,-73.95084676,40.81239161
B,-74.00735252,40.70980416
S,-73.95422648,40.8004222
P,-73.95514249,40.80701251
H,-73.95624912,40.80798745
B,-74.0107169,40.70352593
S,-73.94714347,40.82520221
H,-74.00935908,40.71463989
S,-73.95121896,40.81202003
S,-73.95403735,40.80068446
B,-74.01324042,40.70345807
H,-73.95447425,40.80590617
S,-73.94502034,40.82386736
S,-74.00914097,40.71528071
S,-73.94985299,40.81229358
H,-73.95420878,40.80630595
S,-74.00993236,40.71489576
S,-73.95475674,40.80065268
S,-73.94472903,40.8242987
S,-73.95413884,40.80577181
H,-73.95574772,40.8086008
S,-73.95003784,40.81205042
B,-74.01329664,40.70901694
S,-73.95428273,40.80127025
S,-73.95613388,40.80629944
S,-73.95031023,40.81165908
S,-73.95282455,40.80983829
S,-73.95378254,40.80104579
S,-73.95115752,40.82595444
P,-73.95580281,40.80612987
S,-73.95278492,40.81015004
S,-73.94956691,40.81267506
B,-74.00572659,40.7090602
P,-73.95560001,40.80638701
S,-73.95357084,40.80130305
B,-74.0141289,40.70719171
S,-73.95083586,40.82676852
S,-73.94862821,40.80803827
S,-73.9494038,40.81291822
S,-73.9562665,40.8055029
B,-74.00555688,40.70926392
S,-73.95406653,40.80151243
B,-74.01336062,40.70604793
S,-73.94558347,40.80802872
S,-73.94909386,40.80747739
S,-73.94785138,40.81439667
S,-73.95605656,40.80576544
S,-73.95236384,40.80127691
S,-73.945839,40.80772843
S,-73.95657843,40.80565608
S,-73.9495676,40.80681105
S,-73.94767065,40.81461571
S,-73.95459434,40.80515294
S,-73.95383907,40.80190146
S,-73.94814604,40.81398793
H,-73.95493973,40.80528978
S,-73.94532825,40.80750182
S,-73.94654428,40.80586997
S,-73.95332249,40.8016774
S,-73.9459251,40.81272533
B,-74.01412339,40.70831012
H,-73.95652703,40.8075889
S,-73.94513698,40.80783461
S,-73.95312047,40.80192535
S,-73.94750406,40.81052715
S,-73.94683576,40.81148196
S,-73.95376585,40.80689994
S,-74.00873889,40.71432585
S,-73.95563873,40.80435305
S,-73.95240392,40.80211748
S,-73.94451515,40.82904884
S,-73.94228148,40.80665793
H,-74.0111328,40.7162249
S,-73.95507432,40.80449098
S,-73.95435094,40.80549125
S,-73.95338655,40.80253071
S,-73.94515356,40.82895709
S,-73.94254417,40.80634141
S,-73.94543706,40.81338346
S,-73.95529325,40.80416725
H,-73.95468949,40.80565218
H,-73.95541258,40.80462804
S,-73.94525631,40.81360651
S,-73.95235841,40.80161962
S,-73.94381912,40.83003923
B,-74.01006143,40.71002778
S,-73.95512176,40.80505356
S,-73.94204929,40.80701811
S,-73.94493681,40.81317311
S,-73.9536148,40.8021504
B,-74.00969204,40.70986598
S,-73.94494533,40.82844478
H,-73.95475543,40.80490981
S,-73.95689983,40.80524337
S,-73.94475252,40.8133968
S,-73.95240368,40.80245285
S,-73.94511544,40.80868033
S,-73.95625288,40.80289921
S,-73.94425865,40.83024611
S,-73.94571108,40.81298532
B,-73.94482465,40.80821907
P,-74.01661525,40.71651523
S,-73.95315509,40.80278351
S,-73.9557784,40.80353557
S,-73.94399567,40.81438522
P,-74.01624253,40.71639375
S,-73.94652525,40.82712881
S,-73.95666503,40.80229803
S,-73.952376,40.802939
S,-73.94704149,40.8102695
P,-74.01626019,40.71601565
S,-73.94605334,40.82775041
S,-73.95290381,40.80317104
S,-73.94609329,40.80731968
S,-73.94613503,40.811519
P,-74.01661515,40.71612363
S,-73.95593336,40.80394614
B,-74.0074928,40.71299219
S,-73.94589946,40.82717742
S,-73.95265775,40.80679473
S,-73.94837133,40.80337573
S,-73.95686548,40.80268743
B,-74.00873482,40.71354983
S,-73.94585329,40.81192301
P,-74.01666834,40.71592107
S,-73.95265799,40.8064593
S,-73.94611208,40.82691896
S,-73.94931721,40.80206771
S,-73.94522231,40.81276509
S,-73.95303925,40.80659628
P,-74.01641978,40.71550249
B,-74.00820055,40.71220668
S,-73.95639552,40.80333145
S,-73.95699219,40.80693168
S,-73.94581054,40.82798579
S,-73.9456743,40.81214204
P,-74.01702312,40.71525934
S,-73.94563134,40.82755693
B,-74.00800685,40.71247364
S,-73.95744202,40.80631549
H,-73.95300621,40.806121
S,-73.94658953,40.81089193
P,-74.0160648,40.71529999
S,-73.94676379,40.81067289
S,-73.94628246,40.82737089
S,-73.9460961,40.80650634
P,-74.0162777,40.7150704
S,-73.95296397,40.80527869
S,-73.9453797,40.82783246
P,-73.95755125,40.80057181
P,-74.01634865,40.71492185
S,-73.95761755,40.80608233
S,-73.95290504,40.80444178
S,-73.94674942,40.82672914
P,-74.01567447,40.71573216
P,-73.95824475,40.80095562
B,-74.00841493,40.71195756
S,-73.94328088,40.8111604
P,-74.01549707,40.71602926
S,-73.95695816,40.80190477
S,-73.94283139,40.81176281
S,-73.94632366,40.82655113
S,-73.95286514,40.80358681
P,-74.01505334,40.71582676
S,-73.9575184,40.80181178
B,-74.01026647,40.71163818
H,-73.95512797,40.8040857
S,-73.95213134,40.80327412
S,-73.94721382,40.80579361
S,-73.94654508,40.82629267
P,-74.01475191,40.71704212
S,-73.95140726,40.80428119
P,-74.01450342,40.71689361
S,-74.00382498,40.71358104
S,-73.94698846,40.82647069
S,-73.95191225,40.80450721
S,-73.95760949,40.80101556
S,-73.94418613,40.80989369
S,-73.95562567,40.80471117
S,-73.94680814,40.82591407
S,-73.94462179,40.80635136
P,-74.01425493,40.71675861
S,-73.95217623,40.80413915
S,-73.95305144,40.80364519
S,-73.95777264,40.80143462
P,-74.01459224,40.7172717
S,-73.94507357,40.80571844
S,-73.94744273,40.82586546
S,-73.94378463,40.81052112
S,-73.95715869,40.80164741
P,-74.01430826,40.71717721
S,-73.94484265,40.80598313
S,-73.9530846,40.80325373
S,-73.94700309,40.82570244
S,-73.95166207,40.80392027
P,-74.01769686,40.70622763
S,-73.95806212,40.80484272
S,-73.9459939,40.80446702
P,-74.01398878,40.71702871
S,-73.94719114,40.82609415
S,-73.95198851,40.80321163
S,-73.94468699,40.80927128
S,-73.95095562,40.80491939
B,-74.01138033,40.70977444
P,-74.01429061,40.71763633
S,-73.95222987,40.80291188
S,-73.9455301,40.80510727
S,-73.9456718,40.83244034
P,-74.01402437,40.71748782
S,-73.9567305,40.80479894
S,-73.9514753,40.80512936
S,-73.94913231,40.80199311
P,-74.01375813,40.71737983
S,-73.94576301,40.80470464
S,-73.94625989,40.83272317
P,-74.01687306,40.70950923
S,-73.95260298,40.80561036
S,-74.00526677,40.71185093
P,-74.01648778,40.70938365
S,-73.95073899,40.8051685
S,-73.95739568,40.80455676
P,-74.01658404,40.70917424
B,-74.0092855,40.71349938
B,-74.00661497,40.71161363
S,-73.95025221,40.80206955
S,-73.9502969,40.80579522
S,-73.9577037,40.80352389
S,-73.94690838,40.83171895
P,-74.01702435,40.70924746
B,-74.00646141,40.71136685
S,-73.95103189,40.80578322
S,-73.94744674,40.80461116
P,-74.01681786,40.70884963
S,-73.94639611,40.83147868
S,-73.95724347,40.80415374
P,-74.01727194,40.70898567
S,-73.95058138,40.80637842
S,-73.94714473,40.83143373
B,-74.01577619,40.70641498
B,-74.00955801,40.71322576
P,-74.01710672,40.70853549
B,-74.00703931,40.71150428
S,-73.95704071,40.80441083
S,-73.94983211,40.80642291
B,-74.01221459,40.70738263
S,-73.94658158,40.83121351
P,-74.01747824,40.70867154
B,-74.00889565,40.71331941
B,-74.00712732,40.71060995
S,-73.95011416,40.80702052
S,-73.95750812,40.80378134
S,-73.94784782,40.83044951
P,-74.0176983,40.70838882
B,-73.94531451,40.80840791
B,-74.0050775,40.70846907
P,-74.01585244,40.71783868
S,-73.94990134,40.80729902
B,-74.00767074,40.71047165
S,-73.95796229,40.80315029
B,-74.00543305,40.70755326
S,-73.94797461,40.82936526
S,-73.9490639,40.80328253
P,-73.95861346,40.80225971
S,-73.94936489,40.80705417
B,-74.00574023,40.7074448
S,-73.9475298,40.82997648
B,-74.01175093,40.70995018
S,-73.94964813,40.80766987
S,-73.94853126,40.82958585
P,-73.95815803,40.80289292
S,-74.0150893,40.70663166
P,-74.01501831,40.7178658
S,-73.94705478,40.83058731
S,-73.94884342,40.80273695
P,-73.95907946,40.80164936
P,-74.01544421,40.71767669
B,-74.00539246,40.70942238
S,-73.948906,40.80767644
S,-73.94762212,40.83083929
P,-74.01531387,40.71561321
P,-74.0176766,40.7053888
P,-73.95840353,40.80252806
S,-73.94845423,40.80829687
S,-73.94685601,40.83086059
P,-73.95887673,40.80189555
P,-74.01511342,40.71558273
P,-74.01741599,40.70512956
S,-73.94533019,40.80252716
B,-73.94277842,40.80614285
S,-73.94737931,40.83108678
P,-74.01723549,40.70462629
S,-74.01082512,40.71525907
B,-73.94897643,40.80855255
S,-73.94730446,40.8302684
S,-73.94798636,40.8090249
S,-74.00826233,40.7141058
S,-73.94827083,40.82984562
S,-73.9481777,40.80872999
B,-74.01045217,40.70892977
S,-74.00852725,40.71381777
S,-73.94806738,40.83018435
B,-73.94844959,40.80924067
B,-74.00992522,40.71210284
S,-73.94774942,40.82962515
B,-74.00773346,40.71271643
S,-73.94768631,40.80941774
B,-74.00932082,40.71083729
B,-74.00519662,40.70960559
S,-73.94921956,40.82860475
S,-73.94820377,40.80963046
S,-74.0005105,40.70825159
S,-73.94948318,40.82832622
S,-73.94746253,40.80966344
B,-74.00855364,40.71109431
S,-74.00130529,40.70785557
S,-73.9481852,40.82899268
B,-74.00816968,40.70956313
S,-73.947238,40.81003122
B,-74.00915109,40.71300258
S,-73.94845761,40.82874093
B,-74.00969485,40.71302625
S,-73.94888395,40.82809442
B,-74.00897386,40.71061325
S,-73.94867625,40.82837297
S,-73.94931489,40.82747156
B,-74.00594314,40.71154886
S,-73.94967462,40.8279808
B,-74.01077998,40.70858517
B,-74.00616078,40.71170725
S,-73.94986038,40.82771562
B,-74.00504519,40.70912318
S,-73.94901066,40.8289579
B,-74.01071981,40.70734574
S,-73.94914949,40.82774343
B,-74.01046374,40.70717234
S,-73.94875569,40.82922305
B,-74.01147566,40.70821246
S,-73.95013604,40.82735035
B,-74.00370493,40.70824815
S,-73.94979278,40.8268287
B,-74.00783373,40.70461604
S,-73.95039186,40.8270852
B,-74.01212229,40.71483678
S,-73.94956874,40.8271144
S,-74.00847577,40.71498984
S,-73.94526331,40.82107198
S,-74.00769966,40.71462589
S,-73.94379081,40.82339854
B,-74.01420236,40.70898989
S,-73.94792889,40.82267729
S,-74.00248179,40.70859404
S,-73.94763326,40.82291265
S,-74.00184784,40.70845725
S,-73.94743058,40.82330564
S,-74.00207491,40.70801803
S,-73.94724067,40.82354104
B,-74.00988621,40.70956288
S,-74.00196137,40.70781643
S,-73.94643595,40.8240346
S,-73.94679577,40.82418087
S,-74.00174374,40.70755723
S,-73.94700839,40.82390233
B,-74.01015097,40.70746153
S,-73.94910082,40.82350623
S,-73.94868993,40.8233539
S,-73.94888492,40.82307535
S,-73.94933984,40.82325446
S,-73.94825185,40.82397201
S,-73.94860256,40.82411345
S,-73.94841159,40.82371352
S,-73.94777039,40.82459634
S,-73.9482012,40.82477643
S,-73.94845784,40.82452467
S,-73.94795657,40.82432447
S,-73.94922922,40.82407097
S,-73.94890779,40.82425125
S,-73.9500656,40.82357131
B,-74.01335054,40.70802625
B,-74.01346055,40.70771569
B,-74.01346073,40.70865444
B,-74.01027359,40.70921836
S,-73.93793885,40.81268843
S,-73.93722696,40.81362532
S,-73.93652421,40.81463859
S,-73.93696556,40.81401867
S,-73.93675184,40.81422609
S,-73.93768472,40.8129797
S,-73.93932977,40.81582583
S,-73.93961046,40.81543595
S,-73.94018903,40.81452704
S,-73.94023166,40.81538171
S,-73.94097034,40.8143246
S,-73.94675613,40.81895056
S,-73.94505065,40.81823332
B,-74.00695524,40.70671896
B,-74.00718461,40.70606254
B,-74.0081737,40.70552015
B,-74.01292399,40.70346858
B,-74.01287612,40.70325338
B,-74.00484591,40.70988029
B,-74.00670756,40.70660537
S,-73.9458839,40.80115834
S,-73.9430248,40.81068388
S,-73.94671464,40.7914027
S,-73.93977205,40.82542271
S,-73.94107393,40.80272171
S,-73.93648492,40.79911178
S,-73.94568158,40.80137172
S,-73.94703195,40.79155622
S,-73.94130217,40.80245648
S,-73.94013337,40.82557959
S,-74.00821696,40.71706942
S,-73.94540609,40.8017922
S,-73.94929454,40.79426787
S,-73.93626837,40.79874737
H,-73.94485354,40.79096501
S,-73.93594296,40.806132
S,-73.94060289,40.82495449
S,-74.0079189,40.71689804
S,-73.93663188,40.79888728
S,-73.95035813,40.79503521
H,-73.94870192,40.79729064
S,-73.94552717,40.78999389
S,-73.93622036,40.80575006
S,-73.94023334,40.82478652
S,-73.93642335,40.80551873
S,-73.93578959,40.79933775
S,-73.95055758,40.79479557
S,-74.00758341,40.71783952
S,-73.94548384,40.79087903
S,-73.93254665,40.79550916
S,-73.94078962,40.82472061
S,-74.00697326,40.71993854
S,-73.93668399,40.80512405
S,-73.9425477,40.81131624
S,-73.94042539,40.82455668
S,-73.93609181,40.79892874
S,-74.00726244,40.71770867
S,-73.95337811,40.79088537
H,-73.94574993,40.79051873
S,-73.94415568,40.80124342
S,-73.93748794,40.80457869
S,-73.9416931,40.81849107
S,-73.94122601,40.82522867
S,-73.93714373,40.80444724
S,-73.93869981,40.80006584
S,-74.00810254,40.72177133
S,-73.94730363,40.7911814
S,-73.95290688,40.79157373
S,-73.94086714,40.82392205
S,-73.94531297,40.79032788
S,-73.93973684,40.79467938
S,-73.93887113,40.79980931
S,-74.00628498,40.72159822
S,-73.95269275,40.79179833
S,-73.94394161,40.80947521
S,-73.94105544,40.82432289
S,-73.93960367,40.8068264
S,-73.93292498,40.79567717
S,-73.95129382,40.79085856
S,-74.00540534,40.72118805
S,-73.94126973,40.79273164
S,-73.94213349,40.79482427
S,-73.94125403,40.82408901
S,-73.94349719,40.81007455
S,-73.94177617,40.7952195
S,-73.95315947,40.79119709
S,-74.00542,40.72157825
H,-73.9421949,40.79540283
H,-73.9459469,40.79025333
S,-73.95500934,40.78864021
S,-73.93892864,40.79904681
S,-73.94151043,40.8237115
S,-73.94036474,40.80579601
S,-73.93927922,40.81079192
S,-73.94154165,40.7954217
S,-73.94068341,40.79266689
S,-74.00538667,40.72064829
S,-73.95473853,40.78906116
S,-73.94847602,40.79751018
S,-73.94055213,40.8054851
S,-73.94114759,40.82353559
S,-73.94656578,40.81916857
H,-73.94618859,40.78989931
S,-73.95518888,40.78841518
S,-73.94082011,40.79721546
S,-74.00499696,40.71991775
S,-73.95290305,40.7885988
S,-73.93701003,40.79772071
S,-73.9483196,40.78910029
S,-73.94597086,40.82108011
S,-73.94186023,40.79798453
S,-74.00699877,40.71965577
S,-73.94227111,40.80322902
S,-74.004636,40.71940407
S,-73.93954771,40.81039779
S,-73.95213545,40.78664132
S,-73.9421665,40.8239802
S,-73.94217888,40.79812588
S,-73.94773701,40.7877614
S,-73.93599456,40.79982333
S,-73.94614134,40.81982332
S,-74.00537154,40.71980194
S,-73.95186886,40.78700223
S,-73.94003969,40.79760447
S,-73.94245846,40.80294476
S,-73.93974896,40.81016414
S,-73.94170781,40.82346549
S,-73.94868362,40.78892953
S,-73.93530856,40.80082238
S,-74.00440442,40.71967573
S,-73.95177969,40.78809968
S,-73.94064679,40.79749404
S,-73.94524223,40.81863123
S,-74.00657182,40.71635381
S,-74.00665377,40.71961832
S,-73.9476,40.78709535
S,-73.94271605,40.80257167
S,-73.93553959,40.80043487
S,-73.95143636,40.78764096
S,-73.94000505,40.80974918
S,-73.94133053,40.82330979
S,-74.00693069,40.7165103
H,-73.94041756,40.79794502
S,-73.94021169,40.79726837
S,-74.00318199,40.71423549
S,-73.94233557,40.82367737
S,-73.94640266,40.78962268
S,-73.94019281,40.80954111
S,-73.94984205,40.78979101
S,-73.9346176,40.80170924
S,-74.00671797,40.71921614
S,-73.93963004,40.79794719
S,-74.00299401,40.71413628
S,-73.9477394,40.79268628
S,-73.93832781,40.80545575
S,-73.94293976,40.82348071
S,-73.93934424,40.79922404
S,-73.94322819,40.78990228
S,-73.9348196,40.80144043
B,-74.00239588,40.71509309
S,-74.00707581,40.71926597
S,-73.94077828,40.81972522
S,-73.94666929,40.79507189
S,-74.00297531,40.71491783
S,-73.94045446,40.8091313
S,-73.94263521,40.82333685
S,-73.94665457,40.78926948
S,-74.00260933,40.71461201
H,-73.94001123,40.79821957
S,-74.00653159,40.71865593
P,-73.94652527,40.79163542
B,-74.00204725,40.71493709
S,-73.93941336,40.79840936
S,-73.94111837,40.80828078
P,-73.94687949,40.79182707
S,-73.94621022,40.78907864
S,-73.9350952,40.80108173
S,-74.00680812,40.71884607
S,-74.00300763,40.7146475
S,-73.93922676,40.79866685
S,-73.94434092,40.82148415
P,-73.9471091,40.79069113
S,-73.94137628,40.80789904
S,-73.94053036,40.80247385
S,-73.93495463,40.81674961
P,-73.94747985,40.79084972
S,-74.00006167,40.71765011
P,-73.94689789,40.79098764
S,-73.93802383,40.8003061
S,-73.94069429,40.80223401
S,-73.94091044,40.80852143
S,-73.9355197,40.80376592
S,-73.94710935,40.78863866
P,-73.94758657,40.79005397
B,-74.00259907,40.71634576
S,-73.94387627,40.7952027
S,-73.93588948,40.8039113
P,-73.94791936,40.7902109
S,-73.93766848,40.81777585
S,-73.94785178,40.81683548
S,-74.00955528,40.72423233
S,-73.93606815,40.80362529
S,-73.94733227,40.78836204
S,-73.94739453,40.79038467
S,-73.93932309,40.80785214
S,-74.00698837,40.71808197
S,-74.00928468,40.72422286
S,-73.93985632,40.82096044
S,-73.93732892,40.81854414
S,-73.93707777,40.80238526
P,-73.94771127,40.79052767
S,-73.94894865,40.78816509
S,-73.9392604,40.80171019
S,-73.94447782,40.79497351
S,-74.0073021,40.71823573
S,-74.00961218,40.72392522
S,-73.93418631,40.80227653
S,-73.94980802,40.78770288
S,-73.93829448,40.79991157
S,-74.00921616,40.71706786
S,-74.00927243,40.72390134
S,-73.93775865,40.81870733
S,-73.94047894,40.81417258
S,-73.93647092,40.80246266
S,-73.93874893,40.79926589
S,-73.95007604,40.78731664
S,-74.00888673,40.71699219
S,-73.93785962,40.80057327
S,-73.94757174,40.78801549
S,-74.00816886,40.72344001
S,-73.94136961,40.79923832
S,-73.937332,40.80199785
S,-74.00886533,40.71740239
S,-73.94970039,40.7872368
S,-73.94189085,40.81220798
S,-73.93794537,40.8184857
S,-73.94105417,40.79911153
S,-74.00819954,40.72317039
S,-73.93666556,40.80221055
B,-74.00288214,40.71536718
S,-73.949135,40.78867402
S,-74.00880056,40.71764025
S,-73.94594941,40.8169984
S,-73.94289898,40.82306454
P,-73.94977924,40.78608727
S,-73.9401405,40.80039683
S,-73.93435649,40.8020372
S,-74.00828087,40.7228121
P,-73.99953034,40.71748501
S,-73.94440639,40.78824045
S,-73.93997513,40.80058318
S,-73.94347507,40.78959252
